x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime
-0.7491008009553548,3.749612808017117,-0.7802778204687657,6.512805259351058,38.85118814023262,53.85118814023262,6.6320839930455175
1.2497442287991163,-5.158068781353641,-1.1744942973805754,-5.982015601283623,70.17529976314005,85.17529976314005,6.145040908959589
6.582547433986033,4.986037626817463,3.0492335415157754,3.852979303547068,64.62865681432852,79.62865681432852,8.9053028351391
-1.3317647762649223,-2.62410987758839,4.557869772032079,-5.4521215622503005,74.33165661128858,89.33165661128858,15.680183811365502
-4.7240954075898225,0.15263236814475345,-4.1381992480301015,-6.280387182668457,24.410704167120382,39.410704167120386,15.503148246126246
6.263420758973147,-5.615327389248529,-6.609032375083071,1.3539486914326329,39.29841116574108,54.29841116574108,35.13118481572796
0.4910014936745455,5.019078689720262,2.8709558692162602,-1.284558422648086,40.568409156890844,55.568409156890844,16.17108952305766
-1.7910690787482348,2.0399111417463303,-0.7768812279026962,-0.20680136338213906,52.74237877456019,67.7423787745602,5.916033627897934
2.2212570656905513,-4.523636688018561,6.030065059862935,4.048922922088609,60.69654655355557,75.69654655355558,22.51345794067625
6.701574037578045,-0.8944509555811049,-3.2920411312659983,-4.394638915218842,44.39360867880784,59.39360867880784,25.413230432187838
6.570173393714471,3.5281092954686617,5.399103411384711,-3.154389961129426,15.902562815306272,30.902562815306272,16.28240396917419
-1.8020755628540561,-1.8115888149916497,-4.518153391213618,-5.987042909765877,9.521183307872734,24.521183307872732,11.954673355784086
-4.00005439354992,-6.000476086964097,-1.0712409432923922,2.975297686353489,62.88074941033696,77.88074941033696,22.659668735522743
-1.8040511456264756,-0.5067419513685287,1.4864818785652698,-5.017565385889584,40.010549091807604,55.010549091807604,13.400327656089301
4.012498666229355,-2.3678272750937177,5.675300186629878,0.9192154930579495,72.51622476962463,87.51622476962463,8.840851778081664
2.4115264049485674,-6.137818619069747,0.7029029721909428,6.11455059189306,19.30553404242308,34.305534042423076,29.690235516484112
-6.040162758581379,1.5787635355390783,4.345209514589559,5.569628976875723,55.261373311354625,70.26137331135462,26.701870232731792
-2.8780294456486484,0.797817785393022,-2.6519675557576177,6.316149136340753,69.07359009577377,84.07359009577377,13.255103503595246
-0.09074486629551881,-4.122635541364693,-2.2017190308063004,-0.7379176797189402,47.82272243165191,62.82272243165191,9.573722112886532
3.903193101066851,-1.8048419911147509,-6.648065122600878,-4.201555347281742,20.40847677754225,35.40847677754225,25.96809815295444
1.9325482203646533,-6.458654516746901,-0.7448872663743824,4.629372873462222,52.62640134285837,67.62640134285837,27.37610180840327
-2.2628876206042534,-3.6737935093987373,-5.330925358364793,-1.0148129777557173,5.7149434404461745,20.714943440446174,9.743832420621844
-4.161744371138064,1.9010398378737658,-4.104041870228117,-4.488709393010401,19.37283332963419,34.37283332963419,15.336023438892148
-5.069998992461244,-4.753954315080358,-3.2567786994393106,1.6254069880285353,20.14277709184381,35.14277709184381,15.916907562959182
-2.15532268482189,1.1770530415181142,6.213252491150396,-4.417665214878091,6.616504249736029,21.61650424973603,24.159540467141976
4.456231916952683,3.724381486164372,-1.5772622618255756,3.0309713343760762,64.3561295275929,79.3561295275929,14.575702012224871
-1.611662023871519,-3.196760727274504,6.980792259104577,-3.5799243207036735,63.05647041493231,78.0564704149323,20.64238380806673
6.849395074390699,-6.665425956571221,4.989170410263611,2.449236761087162,32.76187729459415,47.76187729459415,22.326129772182703
-2.754454092784262,6.688513907040326,5.51936771773023,-6.241970198305422,22.487924385572303,37.4879243855723,36.84242701196933
-5.969624993036563,-0.01546767898208845,4.001781658788685,0.46899652756746146,21.51881200751458,36.51881200751458,23.95960474667553
1.2700858334343295,-6.0701494116119985,5.877122089990227,-3.128410260642277,14.251432558847744,29.251432558847746,13.118719711047849
-4.1685711475621,6.830122909848814,-0.378921286490308,2.9964076684846948,27.806667559885152,42.806667559885156,12.937495710499796
1.5931479686502144,-6.744796554113879,-3.585849340082519,1.3333282146043217,44.496357889363665,59.496357889363665,23.029761838116233
0.4994437236521634,3.745630526268336,0.6248012602291997,1.6067050578231097,82.95603132491773,97.95603132491773,5.142229869236894
3.2412791522266318,4.071799747294172,4.366918180471142,1.3480095484426684,81.45285542942476,96.45285542942476,7.073324148586471
-0.39378034078050206,-5.885461109381847,-5.241264383390989,5.1455659284667785,38.1701389596339,53.1701389596339,28.917924478529187
5.673905094890994,0.3559829571371358,4.984927605677873,6.565158818196084,53.653805472773385,68.65380547277339,14.993481115477797
-5.499963538921746,-4.368189192982702,3.911976749551437,-4.948323681486107,58.78812566694695,73.78812566694694,22.6315261055627
3.382933341802092,3.701694774272351,5.768925307585665,5.7483842758137875,28.0818222527772,43.0818222527772,7.544515791000856
-4.141731296768072,-2.1481304029730346,4.380992393701941,-1.5605922357878903,15.68126825389908,30.68126825389908,20.503083581830044
4.190584844479421,-3.8622341628301853,-1.215408521077019,0.4748528047701921,23.92980246310148,38.92980246310148,16.63376399874373
1.662824262813805,-1.997144992156569,-4.682261667007168,-5.896715648207037,68.05254250128125,83.05254250128125,17.874243383372892
-2.8115414149939886,3.714981066552305,-2.2133261813555682,-1.5970028057485557,49.24693322814674,64.24693322814673,12.82934903110704
6.486060378739863,-3.3411986873150576,-2.487007249609375,-0.9993942286581587,61.18072773297854,76.18072773297854,22.256683196841404
-5.727043159090178,1.6050336656601054,5.656584906080056,-6.2617834907877095,28.905909840290835,43.90590984029083,33.20977399156597
2.167273030817622,-4.946055065924188,-3.0329692721958423,-5.945287068547621,60.25823323788303,75.25823323788303,12.708897329252347
